Index         Status  Sats  RTC-date  RTC-time  FIX-date      FIX-time   Delta(s)     Latitude    Longitude  Altitude(m)    HDOP        eRes  Temperature(C)  Voltage(V)
 2250          Valid   7/7  25/05/19  19:25:06  25/05/19  19:25:04.531     -1.469     40.53928    141.55790        42.03     1.2         1.1            31.5        3.90
 2251          Valid   6/6  25/05/19  19:30:09  25/05/19  19:30:07.531     -1.469     40.53927    141.55787        44.09     1.6         1.8            31.5        3.90
 2252          Valid   7/7  25/05/19  19:35:06  25/05/19  19:35:04.529     -1.471     40.53929    141.55785        41.02     1.8         3.6            30.5        3.90
 2253          Valid   8/8  25/05/19  19:40:06  25/05/19  19:40:04.525     -1.475     40.53929    141.55790        49.61     1.1         1.7            30.0        3.90
 2254          Valid   7/7  25/05/19  19:45:06  25/05/19  19:45:04.527     -1.473     40.53931    141.55788        47.97     1.4         0.7            30.0        3.90
 2255          Valid   7/7  25/05/19  19:50:07  25/05/19  19:50:05.525     -1.475     40.53929    141.55788        49.71     1.3         1.5            30.0        3.90
 2256          Valid   7/7  25/05/19  19:55:06  25/05/19  19:55:04.530     -1.470     40.53929    141.55787        59.74     1.3         2.2            30.5        3.90
 2257          Valid   7/7  25/05/19  20:00:06  25/05/19  20:00:04.526     -1.474     40.53930    141.55790        50.01     1.3         0.9            30.0        3.90
 2258          Valid   6/6  25/05/19  20:05:07  25/05/19  20:05:05.537     -1.463     40.53929    141.55792        47.45     1.5         1.2            30.5        3.90
 2259          Valid   7/7  25/05/19  20:10:06  25/05/19  20:10:04.531     -1.469     40.53929    141.55796        46.59     1.4         0.6            30.5        3.90
 2260          Valid   7/7  25/05/19  20:15:08  25/05/19  20:15:06.527     -1.473     40.53932    141.55798        43.75     1.3         1.8            31.0        3.90
 2261          Valid   8/8  25/05/19  20:20:08  25/05/19  20:20:06.528     -1.472     40.53932    141.55795        47.16     1.2         1.0            30.5        3.90
 2262          Valid   7/7  25/05/19  20:25:09  25/05/19  20:25:07.524     -1.476     40.53931    141.55797        50.05     1.4         1.1            31.0        3.90
 2263          Valid   7/7  25/05/19  20:30:06  25/05/19  20:30:04.520     -1.480     40.53931    141.55794        49.29     1.4         0.5            30.5        3.90
 2264          Valid   8/8  25/05/19  20:35:06  25/05/19  20:35:04.520     -1.480     40.53932    141.55796        49.05     1.3         1.5            30.0        3.90
 2265          Valid   7/7  25/05/19  20:40:06  25/05/19  20:40:04.521     -1.479     40.53929    141.55796        48.48     1.5         0.6            30.0        3.90
 2266          Valid   7/7  25/05/19  20:45:08  25/05/19  20:45:06.517     -1.483     40.53935    141.55788        47.12     1.8         2.2            30.5        3.90
 2267          Valid   7/7  25/05/19  20:50:08  25/05/19  20:50:06.509     -1.491     40.53930    141.55793        52.22     1.3         0.5            31.0        3.90
 2268          Valid   8/8  25/05/19  20:55:11  25/05/19  20:55:09.518     -1.482     40.53929    141.55794        51.58     1.2         1.6            32.0        3.90
 2269          Valid   8/8  25/05/19  21:00:09  25/05/19  21:00:07.511     -1.489     40.53930    141.55792        52.72     1.3         1.3            31.5        3.90
 2270          Valid   6/6  25/05/19  21:05:07  25/05/19  21:05:05.503     -1.497     40.53925    141.55792        44.29     2.3         1.2            31.0        3.90
 2271          Valid   6/6  25/05/19  21:10:07  25/05/19  21:10:05.505     -1.495     40.53931    141.55787        47.72     2.1         0.8            30.5        3.90
 2272          Valid   6/6  25/05/19  21:15:07  25/05/19  21:15:05.507     -1.493     40.53933    141.55785        47.28     2.0         1.1            30.5        3.90
 2273          Valid   5/7  25/05/19  21:20:12  25/05/19  21:20:10.497     -1.503     40.53926    141.55792        40.93     1.4         0.7            31.5        3.90
 2274          Valid   6/6  25/05/19  21:25:07  25/05/19  21:25:05.510     -1.490     40.53931    141.55792        46.57     2.2         0.7            30.5        3.90
 2275          Valid   5/5  25/05/19  21:30:12  25/05/19  21:30:11.008     -0.992     40.53932    141.55797        55.46     2.0         0.9            31.0        3.90
 2276          Valid   6/6  25/05/19  21:35:07  25/05/19  21:35:05.496     -1.504     40.53928    141.55797        46.67     2.0         0.5            29.5        3.90
 2277          Valid   7/7  25/05/19  21:40:12  25/05/19  21:40:10.998     -1.002     40.53933    141.55791        42.32     1.2         0.5            31.0        3.90
 2278          Valid   6/6  25/05/19  21:45:07  25/05/19  21:45:05.505     -1.495     40.53925    141.55800        45.02     2.4         0.8            31.0        3.90
 2279          Valid   6/6  25/05/19  21:50:07  25/05/19  21:50:05.499     -1.501     40.53933    141.55796        45.75     1.5         0.4            31.5        3.90
 2280          Valid   5/5  25/05/19  21:55:11  25/05/19  21:55:09.498     -1.502     40.53932    141.55792        45.38     1.8         0.9            32.5        3.90
 2281          Valid   6/6  25/05/19  22:00:07  25/05/19  22:00:05.496     -1.504     40.53932    141.55793        41.55     1.6         0.8            30.5        3.90
 2282          Valid   5/5  25/05/19  22:05:11  25/05/19  22:05:09.494     -1.506     40.53934    141.55790        41.92     1.8         0.8            32.5        3.90
 2283          Valid   7/7  25/05/19  22:10:11  25/05/19  22:10:09.484     -1.516     40.53929    141.55779        26.22     1.3         2.0            33.0        3.90
 2284          Valid   6/6  25/05/19  22:15:07  25/05/19  22:15:05.503     -1.497     40.53928    141.55799        43.59     1.7         0.7            32.0        3.90
 2285          Valid   6/6  25/05/19  22:20:07  25/05/19  22:20:05.492     -1.508     40.53927    141.55793        46.41     1.6         1.1            32.5        3.90
 2286          Valid   6/6  25/05/19  22:25:07  25/05/19  22:25:05.492     -1.508     40.53928    141.55794        45.56     1.6         0.9            32.5        3.90
 2287          Valid   6/6  25/05/19  22:30:07  25/05/19  22:30:05.504     -1.496     40.53934    141.55796        47.97     1.7         0.6            31.5        3.90
 2288          Valid   6/6  25/05/19  22:35:07  25/05/19  22:35:05.495     -1.505     40.53932    141.55794        46.36     1.9         1.4            32.0        3.90
 2289          Valid   6/6  25/05/19  22:40:07  25/05/19  22:40:05.484     -1.516     40.53929    141.55790        43.54     1.7         0.5            32.5        3.90
 2290          Valid   6/6  25/05/19  22:45:07  25/05/19  22:45:05.509     -1.491     40.53936    141.55798        43.65     2.3         0.3            33.5        3.90
 2291          Valid   7/7  25/05/19  22:50:06  25/05/19  22:50:04.494     -1.506     40.53935    141.55792        51.82     1.3         0.7            33.0        3.90
 2292          Valid   7/7  25/05/19  22:55:06  25/05/19  22:55:04.492     -1.508     40.53933    141.55788        43.45     1.3         1.2            33.5        3.90
 2293          Valid   6/6  25/05/19  23:00:07  25/05/19  23:00:05.478     -1.522     40.53932    141.55783        32.76     2.4         0.6            34.0        3.90
 2294          Valid   8/8  25/05/19  23:05:07  25/05/19  23:05:05.477     -1.523     40.53929    141.55797        39.16     1.1         1.2            33.5        3.90
 2295          Valid   8/8  25/05/19  23:10:06  25/05/19  23:10:04.486     -1.514     40.53834    141.55869        37.98     1.2         0.7            25.5        3.90
 2296          Valid   7/7  25/05/19  23:15:06  25/05/19  23:15:04.487     -1.513     40.53839    141.55850        34.31     1.3         1.0            28.0        3.90
 2297          Valid   7/7  25/05/19  23:20:08  25/05/19  23:20:06.486     -1.514     40.53836    141.55853        33.80     1.6         2.3            33.5        3.90
 2298          Valid   8/8  25/05/19  23:25:06  25/05/19  23:25:04.485     -1.515     40.54988    141.54248        49.13     1.2         2.7            26.5        3.90
 2299          Valid   7/8  25/05/19  23:30:07  25/05/19  23:30:05.477     -1.523     40.56547    141.50523        58.09     1.2         2.3            26.5        3.90
 2300          Valid   7/8  25/05/19  23:35:06  25/05/19  23:35:04.480     -1.520     40.59045    141.47842        49.52     1.3         0.7            26.0        3.90
 2301          Valid   7/7  25/05/19  23:40:06  25/05/19  23:40:04.473     -1.527     40.58675    141.47756        51.87     1.5         0.8            25.5        3.90
 2302          Valid   8/8  25/05/19  23:45:09  25/05/19  23:45:07.479     -1.521     40.56792    141.49181        40.82     1.0         0.6            26.5        3.90
 2303          Valid   7/7  25/05/19  23:50:06  25/05/19  23:50:04.471     -1.529     40.55246    141.51986        41.88     1.9         0.1            26.5        3.90
 2304          Valid   8/8  25/05/19  23:55:06  25/05/19  23:55:04.483     -1.517     40.54782    141.54955        44.58     1.3         1.3            27.5        3.90
 2305          Valid   7/7  25/05/20  00:00:06  25/05/20  00:00:04.480     -1.520     40.54783    141.54957        45.30     1.6         1.2            35.0        3.90
 2306          Valid   6/7  25/05/20  00:05:12  25/05/20  00:05:10.810     -1.190     40.54224    141.55650        46.15     1.0         1.1            33.5        3.90
 2307          Valid   8/8  25/05/20  00:10:06  25/05/20  00:10:04.470     -1.530     40.53935    141.55788        50.10     1.5         1.7            34.0        3.90
 2308          Valid   8/8  25/05/20  00:15:06  25/05/20  00:15:04.473     -1.527     40.53929    141.55794        39.78     1.6         1.5            35.5        3.90
 2309          Valid   8/8  25/05/20  00:20:06  25/05/20  00:20:04.476     -1.524     40.53929    141.55789        47.34     1.2         0.7            36.5        3.90
 2310          Valid   7/7  25/05/20  00:25:06  25/05/20  00:25:04.471     -1.529     40.53933    141.55789        47.40     2.0         1.6            37.0        3.90
 2311          Valid   7/7  25/05/20  00:30:06  25/05/20  00:30:04.471     -1.529     40.53929    141.55790        47.71     1.2         0.7            36.5        3.90
 2312          Valid   6/6  25/05/20  00:35:10  25/05/20  00:35:08.467     -1.533     40.53927    141.55784        41.94     2.6         1.0            38.5        3.90
 2313          Valid   7/7  25/05/20  00:40:06  25/05/20  00:40:04.470     -1.530     40.53928    141.55786        45.84     1.2         1.7            41.5        3.95
 2314          Valid   7/7  25/05/20  00:45:07  25/05/20  00:45:05.470     -1.530     40.53924    141.55785        48.45     2.4         1.9            43.5        3.90
 2315          Valid   7/7  25/05/20  00:50:10  25/05/20  00:50:08.469     -1.531     40.53930    141.55789        46.61     1.3         1.0            41.0        3.90
 2316          Valid   7/7  25/05/20  00:55:07  25/05/20  00:55:05.474     -1.526     40.53930    141.55790        47.68     2.9         0.2            39.0        3.95
 2317          Valid   7/7  25/05/20  01:00:06  25/05/20  01:00:04.461     -1.539     40.53925    141.55781        40.35     3.1         0.5            39.5        3.95
 2318          Valid   7/7  25/05/20  01:05:11  25/05/20  01:05:09.476     -1.524     40.53935    141.55796        46.89     3.5         0.8            42.5        3.95
 2319          Valid   8/8  25/05/20  01:10:07  25/05/20  01:10:05.476     -1.524     40.53934    141.55791        47.39     1.2         1.5            43.0        3.95
 2320          Valid   8/8  25/05/20  01:15:06  25/05/20  01:15:04.482     -1.518     40.53935    141.55797        49.80     3.6         0.7            41.0        3.95
 2321          Valid   7/7  25/05/20  01:20:12  25/05/20  01:20:10.484     -1.516     40.53936    141.55800        50.57     3.7         1.1            43.5        3.95
 2322          Valid   7/7  25/05/20  01:25:06  25/05/20  01:25:04.482     -1.518     40.53937    141.55799        49.88     3.4         1.1            42.5        3.95
 2323          Valid   7/7  25/05/20  01:30:07  25/05/20  01:30:05.478     -1.522     40.53928    141.55796        49.75     3.1         0.5            43.0        3.95
 2324          Valid   6/6  25/05/20  01:35:06  25/05/20  01:35:04.480     -1.520     40.53932    141.55798        48.95     3.2         0.9            42.5        3.95
 2325          Valid   8/8  25/05/20  01:40:07  25/05/20  01:40:05.482     -1.518     40.53936    141.55795        45.09     2.4         2.7            43.0        3.95
 2326          Valid   7/7  25/05/20  01:45:06  25/05/20  01:45:04.472     -1.528     40.53921    141.55790        33.98     2.5         0.6            42.5        3.95
 2327          Valid   7/7  25/05/20  01:50:06  25/05/20  01:50:04.487     -1.513     40.53933    141.55798        49.96     2.0         1.7            42.0        3.95
 2328          Valid   8/8  25/05/20  01:55:06  25/05/20  01:55:04.484     -1.516     40.53927    141.55798        49.94     1.8         1.6            42.0        3.95
 2329          Valid   7/7  25/05/20  02:00:06  25/05/20  02:00:04.480     -1.520     40.53937    141.55797        49.21     1.9         2.5            41.5        3.95
 2330          Valid   7/7  25/05/20  02:05:06  25/05/20  02:05:04.471     -1.529     40.53934    141.55793        47.10     2.6         0.6            40.5        3.95
 2331          Valid   8/8  25/05/20  02:10:06  25/05/20  02:10:04.490     -1.510     40.53934    141.55799        48.26     1.6         0.7            41.0        3.95
 2332          Valid   7/7  25/05/20  02:15:06  25/05/20  02:15:04.486     -1.514     40.53927    141.55799        43.58     2.1         0.6            42.0        3.95
 2333          Valid   8/8  25/05/20  02:20:06  25/05/20  02:20:04.480     -1.520     40.53933    141.55798        48.48     1.4         1.2            42.0        3.95
 2334          Valid   8/8  25/05/20  02:25:06  25/05/20  02:25:04.486     -1.514     40.53932    141.55795        49.22     1.2         0.8            42.5        3.95
 2335          Valid   8/8  25/05/20  02:30:06  25/05/20  02:30:04.479     -1.521     40.53932    141.55794        49.04     1.2         0.8            43.5        3.95
 2336          Valid   8/8  25/05/20  02:35:06  25/05/20  02:35:04.486     -1.514     40.53934    141.55796        49.77     1.2         0.8            45.0        3.95
 2337          Valid   8/8  25/05/20  02:40:06  25/05/20  02:40:04.487     -1.513     40.53935    141.55799        48.31     1.3         1.4            46.0        3.95
 2338          Valid   8/8  25/05/20  02:45:06  25/05/20  02:45:04.485     -1.515     40.53932    141.55790        49.49     1.3         1.0            46.5        3.95
 2339          Valid   7/7  25/05/20  02:50:06  25/05/20  02:50:04.490     -1.510     40.53936    141.55792        47.50     1.4         1.1            45.5        3.95
 2340          Valid   8/8  25/05/20  02:55:06  25/05/20  02:55:04.490     -1.510     40.53935    141.55792        51.85     1.2         1.3            45.0        3.95
 2341          Valid   8/8  25/05/20  03:00:06  25/05/20  03:00:04.493     -1.507     40.53933    141.55793        47.44     1.1         0.8            45.0        3.95
 2342          Valid   7/7  25/05/20  03:05:06  25/05/20  03:05:04.489     -1.511     40.53932    141.55791        47.17     1.2         0.4            43.0        3.95
 2343          Valid   8/8  25/05/20  03:10:07  25/05/20  03:10:05.493     -1.507     40.53932    141.55793        46.90     1.1         0.8            42.5        3.95
 2344          Valid   7/7  25/05/20  03:15:06  25/05/20  03:15:04.496     -1.504     40.53931    141.55793        46.36     1.2         0.4            42.0        3.95
 2345          Valid   7/7  25/05/20  03:20:06  25/05/20  03:20:04.495     -1.505     40.53929    141.55794        46.46     1.7         0.7            42.0        3.95
 2346          Valid   7/7  25/05/20  03:25:06  25/05/20  03:25:04.499     -1.501     40.53932    141.55795        46.77     1.4         0.8            41.5        3.95
 2347          Valid   7/7  25/05/20  03:30:06  25/05/20  03:30:04.498     -1.502     40.53932    141.55794        45.56     1.5         1.1            42.0        3.95
 2348          Valid   8/8  25/05/20  03:35:06  25/05/20  03:35:04.501     -1.499     40.53931    141.55793        45.55     1.3         1.6            42.0        3.95
 2349          Valid   7/7  25/05/20  03:40:06  25/05/20  03:40:04.502     -1.498     40.53935    141.55795        50.76     1.4         0.4            42.5        3.95
 2350          Valid   6/7  25/05/20  03:45:06  25/05/20  03:45:04.500     -1.500     40.53930    141.55797        49.23     1.5         1.1            42.0        3.95
 2351          Valid   8/8  25/05/20  03:50:07  25/05/20  03:50:05.499     -1.501     40.53931    141.55798        46.50     1.1         1.6            41.0        3.95
 2352          Valid   7/7  25/05/20  03:55:06  25/05/20  03:55:04.503     -1.497     40.53929    141.55796        45.79     1.2         0.6            41.0        3.95
 2353          Valid   7/7  25/05/20  04:00:06  25/05/20  04:00:04.503     -1.497     40.53930    141.55794        45.07     1.2         0.4            41.5        3.95
 2354          Valid   7/7  25/05/20  04:05:07  25/05/20  04:05:05.500     -1.500     40.53932    141.55796        47.27     1.2         0.6            42.5        3.95
 2355          Valid   7/7  25/05/20  04:10:06  25/05/20  04:10:04.504     -1.496     40.53931    141.55793        41.09     1.1         0.7            41.0        3.95
 2356          Valid   8/8  25/05/20  04:15:06  25/05/20  04:15:04.499     -1.501     40.53931    141.55795        40.36     1.1         1.3            42.0        3.95
 2357          Valid   7/7  25/05/20  04:20:07  25/05/20  04:20:05.507     -1.493     40.53931    141.55798        46.81     1.7         1.3            42.0        3.95
 2358          Valid   6/6  25/05/20  04:25:07  25/05/20  04:25:05.514     -1.486     40.53933    141.55801        46.75     1.9         0.8            42.5        3.95
 2359          Valid   7/7  25/05/20  04:30:06  25/05/20  04:30:04.500     -1.500     40.53931    141.55795        43.05     1.6         1.3            41.5        3.95
 2360          Valid   7/7  25/05/20  04:35:07  25/05/20  04:35:05.506     -1.494     40.53933    141.55798        44.94     1.5         0.7            41.5        3.95
 2361          Valid   7/7  25/05/20  04:40:07  25/05/20  04:40:05.504     -1.496     40.53931    141.55791        43.67     1.5         0.7            41.0        3.95
 2362          Valid   7/7  25/05/20  04:45:06  25/05/20  04:45:04.505     -1.495     40.53934    141.55789        45.03     1.5         0.9            41.0        3.95
 2363          Valid   7/7  25/05/20  04:50:06  25/05/20  04:50:04.507     -1.493     40.53933    141.55793        50.12     1.5         0.7            40.5        3.95
 2364          Valid   6/6  25/05/20  04:55:07  25/05/20  04:55:05.506     -1.494     40.53932    141.55789        43.80     1.5         1.2            41.0        3.95
 2365          Valid   6/6  25/05/20  05:00:07  25/05/20  05:00:05.520     -1.480     40.53930    141.55792        43.62     1.6         0.5            41.0        3.95
 2366          Valid   6/6  25/05/20  05:05:07  25/05/20  05:05:05.513     -1.487     40.53929    141.55792        43.22     1.6         0.4            40.5        3.95
 2367          Valid   6/7  25/05/20  05:10:12  25/05/20  05:10:10.513     -1.487     40.53929    141.55790        44.01     1.7         0.6            42.5        3.95
 2368          Valid   6/6  25/05/20  05:15:07  25/05/20  05:15:05.511     -1.489     40.53931    141.55791        45.51     1.7         0.6            41.0        3.95
 2369          Valid   7/7  25/05/20  05:20:09  25/05/20  05:20:07.507     -1.493     40.53935    141.55789        47.23     1.6         0.6            41.0        3.95
 2370          Valid   7/7  25/05/20  05:25:12  25/05/20  05:25:10.997     -1.003     40.53933    141.55793        46.78     1.6         0.4            42.0        3.95
 2371          Valid   6/6  25/05/20  05:30:11  25/05/20  05:30:09.510     -1.490     40.53930    141.55788        46.76     1.9         0.3            42.0        3.95
 2372          Valid   7/7  25/05/20  05:35:06  25/05/20  05:35:04.504     -1.496     40.53934    141.55789        49.64     1.9         1.8            38.0        3.95
 2373          Valid   6/7  25/05/20  05:40:06  25/05/20  05:40:04.497     -1.503     40.53749    141.54589        54.42     1.4         1.2            32.5        3.95
 2374          Valid   6/7  25/05/20  05:45:07  25/05/20  05:45:05.508     -1.492     40.54230    141.52176        64.02     1.3         1.0            32.5        3.95
 2375          Valid   7/7  25/05/20  05:50:06  25/05/20  05:50:04.497     -1.503     40.54252    141.50515        39.59     2.3         0.8            29.0        3.95
 2376          Valid   8/8  25/05/20  05:55:06  25/05/20  05:55:04.505     -1.495     40.54274    141.50840        38.61     1.1         1.1            28.5        3.95
 2377          Valid   8/8  25/05/20  06:00:07  25/05/20  06:00:05.507     -1.493     40.54274    141.50836        34.72     1.0         1.1            30.5        3.95
 2378          Valid   7/7  25/05/20  06:05:06  25/05/20  06:05:04.503     -1.497     40.55889    141.50521        51.21     1.0         0.7            29.5        3.95
 2379          Valid   8/8  25/05/20  06:10:06  25/05/20  06:10:04.504     -1.496     40.57587    141.48859        59.62     0.9         4.8            31.0        3.95
 2380          Valid   8/8  25/05/20  06:15:07  25/05/20  06:15:05.496     -1.504     40.59145    141.47465        57.86     1.1         1.0            32.5        3.95
 2381          Valid   8/8  25/05/20  06:20:06  25/05/20  06:20:04.496     -1.504     40.61044    141.46873        52.69     0.9         2.4            33.0        3.95
 2382          Valid   7/7  25/05/20  06:25:06  25/05/20  06:25:04.498     -1.502     40.62365    141.45678        53.85     1.7         0.4            33.0        3.95
 2383          Valid   6/7  25/05/20  06:30:06  25/05/20  06:30:04.514     -1.486     40.63096    141.45289        75.18     2.1        -1.4            33.0        3.95
 2384          Valid   8/8  25/05/20  06:35:06  25/05/20  06:35:04.496     -1.504     40.63665    141.44909        44.14     1.1         2.3            34.0        3.95
 2385          Valid   8/8  25/05/20  06:40:06  25/05/20  06:40:04.497     -1.503     40.63666    141.44901        40.52     1.1         1.2            35.5        3.95
 2386          Valid   7/8  25/05/20  06:45:06  25/05/20  06:45:04.503     -1.497     40.64182    141.44822        40.07     1.7         0.5            27.0        3.95
 2387          Valid   7/7  25/05/20  06:50:07  25/05/20  06:50:05.495     -1.505     40.63923    141.45922        37.62     1.2         1.7            27.5        3.95
 2388          Valid   8/8  25/05/20  06:55:06  25/05/20  06:55:04.493     -1.507     40.63171    141.45594        53.50     1.2         1.8            26.0        3.95
 2389          Valid   8/8  25/05/20  07:00:08  25/05/20  07:00:06.496     -1.504     40.61518    141.45993        49.75     1.0         1.3            29.0        3.95
 2390          Valid   7/7  25/05/20  07:05:06  25/05/20  07:05:04.489     -1.511     40.60211    141.46273        41.96     1.2         1.3            29.0        3.95
 2391          Valid   7/7  25/05/20  07:10:06  25/05/20  07:10:04.494     -1.506     40.60196    141.46272        47.58     1.4         1.3            24.5        3.95
 2392          Valid   7/7  25/05/20  07:15:06  25/05/20  07:15:04.493     -1.507     40.59961    141.46126        38.94     1.3         2.3            28.5        3.95
 2393          Valid   7/7  25/05/20  07:20:06  25/05/20  07:20:04.505     -1.495     40.59204    141.45645        79.12     1.3         0.7            28.0        3.95
 2394          Valid   8/8  25/05/20  07:25:08  25/05/20  07:25:06.487     -1.513     40.59233    141.43709        79.35     1.0         2.0            30.0        3.95
 2395          Valid   7/8  25/05/20  07:30:06  25/05/20  07:30:04.492     -1.508     40.59508    141.41125        73.39     1.2         1.6            30.5        3.95
 2396          Valid   8/8  25/05/20  07:35:06  25/05/20  07:35:04.481     -1.519     40.58797    141.40145        45.04     1.2         0.6            31.5        3.95
 2397          Valid   7/7  25/05/20  07:40:07  25/05/20  07:40:05.475     -1.525     40.58757    141.40046        44.00     1.4         0.8            32.0        3.95
 2398          Valid   8/8  25/05/20  07:45:06  25/05/20  07:45:04.480     -1.520     40.58726    141.40013        44.43     1.1         1.1            32.5        3.95
 2399          Valid   8/8  25/05/20  07:50:06  25/05/20  07:50:04.479     -1.521     40.58727    141.39998        48.41     1.2         1.5            33.0        3.95
 2400          Valid   8/8  25/05/20  07:55:06  25/05/20  07:55:04.471     -1.529     40.58727    141.40021        52.16     1.2         2.9            33.5        3.95
 2401          Valid   8/8  25/05/20  08:00:06  25/05/20  08:00:04.478     -1.522     40.58812    141.40302        46.22     1.1         0.7            32.0        3.95
 2402          Valid   8/8  25/05/20  08:05:08  25/05/20  08:05:06.478     -1.522     40.59038    141.39078        61.72     1.1         0.8            30.5        3.95
 2403          Valid   7/7  25/05/20  08:10:07  25/05/20  08:10:05.478     -1.522     40.59203    141.39315        73.10     1.2         1.5            30.5        3.95
 2404          Valid   8/8  25/05/20  08:15:06  25/05/20  08:15:04.468     -1.532     40.59318    141.39099        46.41     1.3         1.0            32.0        3.95
 2405          Valid   8/8  25/05/20  08:20:07  25/05/20  08:20:05.466     -1.534     40.59460    141.41116        96.25     1.2         1.0            31.0        3.95
 2406          Valid   7/7  25/05/20  08:25:06  25/05/20  08:25:04.474     -1.526     40.59020    141.46175       102.80     1.5         1.0            31.0        3.95
 2407          Valid   6/8  25/05/20  08:30:06  25/05/20  08:30:04.463     -1.537     40.58099    141.48306        41.99     2.3         3.1            26.0        3.95
 2408          Valid   8/8  25/05/20  08:35:09  25/05/20  08:35:07.473     -1.527     40.58131    141.48776        40.03     1.1         1.2            26.0        3.95
 2409          Valid   7/7  25/05/20  08:40:07  25/05/20  08:40:05.474     -1.526     40.57841    141.49061        53.88     1.5         0.8            26.0        3.95
 2410          Valid   7/7  25/05/20  08:45:07  25/05/20  08:45:05.471     -1.529     40.57883    141.49010        49.72     1.1         0.7            24.5        3.95
 2411          Valid   6/6  25/05/20  08:50:06  25/05/20  08:50:04.461     -1.539     40.57914    141.49002        46.54     2.0         1.0            27.5        3.95
 2412          Valid   8/8  25/05/20  08:55:06  25/05/20  08:55:04.464     -1.536     40.57921    141.49001        37.22     1.4         1.4            24.5        3.95
 2413          Valid   8/8  25/05/20  09:00:09  25/05/20  09:00:07.459     -1.541     40.57939    141.49074        37.39     1.1         0.6            25.5        3.95
 2414          Valid   8/8  25/05/20  09:05:08  25/05/20  09:05:06.460     -1.540     40.57886    141.49083        60.73     1.1         2.0            24.5        3.95
 2415          Valid   6/7  25/05/20  09:10:07  25/05/20  09:10:05.465     -1.535     40.57016    141.50242        50.13     2.0         0.7            26.0        3.95
 2416          Valid   7/8  25/05/20  09:15:07  25/05/20  09:15:05.456     -1.544     40.56452    141.50406        41.63     1.3         1.0            26.5        3.95
 2417          Valid   7/8  25/05/20  09:20:06  25/05/20  09:20:04.459     -1.541     40.55415    141.53689        52.77     1.0         0.7            27.0        3.95
 2418          Valid   7/7  25/05/20  09:25:06  25/05/20  09:25:04.453     -1.547     40.54567    141.55403        43.66     1.6         0.6            28.0        3.95
 2419          Valid   7/7  25/05/20  09:30:09  25/05/20  09:30:07.457     -1.543     40.54579    141.55336        44.77     1.2         0.3            29.5        3.95
 2420          Valid   7/7  25/05/20  09:35:12  25/05/20  09:35:10.807     -1.193     40.54041    141.55739        37.82     1.1         0.5            29.5        3.95
 2421          Valid   7/7  25/05/20  09:40:06  25/05/20  09:40:04.451     -1.549     40.53932    141.55789        45.81     1.4         0.8            30.0        3.95
 2422          Valid   7/7  25/05/20  09:45:07  25/05/20  09:45:05.446     -1.554     40.53933    141.55788        44.40     1.4         0.7            31.5        3.95
 2423          Valid   7/7  25/05/20  09:50:06  25/05/20  09:50:04.450     -1.550     40.53928    141.55785        42.93     1.8         1.8            31.5        3.95
 2424          Valid   8/8  25/05/20  09:55:06  25/05/20  09:55:04.447     -1.553     40.53929    141.55788        45.95     1.2         1.6            32.0        3.95
 2425          Valid   6/6  25/05/20  10:00:07  25/05/20  10:00:05.448     -1.552     40.53929    141.55790        49.46     1.9         0.9            33.0        3.95
 2426          Valid   8/8  25/05/20  10:05:06  25/05/20  10:05:04.438     -1.562     40.53934    141.55786        40.29     1.7         1.0            32.5        3.95
 2427          Valid   8/8  25/05/20  10:10:06  25/05/20  10:10:04.447     -1.553     40.53931    141.55787        42.14     1.5         0.8            33.0        3.95
 2428          Valid   7/7  25/05/20  10:15:06  25/05/20  10:15:04.446     -1.554     40.53934    141.55788        47.45     1.2         3.1            33.0        3.95
 2429          Valid   7/7  25/05/20  10:20:06  25/05/20  10:20:04.463     -1.537     40.53927    141.55789        55.76     2.4         2.1            33.5        3.95
 2430          Valid   8/8  25/05/20  10:25:06  25/05/20  10:25:04.447     -1.553     40.53932    141.55786        47.18     1.4         1.6            33.5        3.95
 2431          Valid   8/8  25/05/20  10:30:06  25/05/20  10:30:04.447     -1.553     40.53930    141.55794        47.16     1.2         1.0            33.5        3.95
 2432          Valid   7/7  25/05/20  10:35:06  25/05/20  10:35:04.443     -1.557     40.53932    141.55797        46.61     1.2         0.9            33.5        3.95
 2433          Valid   8/8  25/05/20  10:40:06  25/05/20  10:40:04.440     -1.560     40.53929    141.55793        46.58     2.0         2.4            33.5        3.95
 2434          Valid   7/7  25/05/20  10:45:12  25/05/20  10:45:10.805     -1.195     40.53928    141.55792        47.86     2.0         0.8            35.0        3.95
 2435          Valid   6/6  25/05/20  10:50:07  25/05/20  10:50:05.442     -1.558     40.53933    141.55797        47.22     1.5         0.2            33.5        3.95
 2436          Valid   8/8  25/05/20  10:55:06  25/05/20  10:55:04.446     -1.554     40.53931    141.55798        47.76     1.2         1.2            33.0        3.95
 2437          Valid   6/6  25/05/20  11:00:07  25/05/20  11:00:05.439     -1.561     40.53927    141.55795        50.29     1.4         0.9            34.0        3.95
 2438          Valid   8/8  25/05/20  11:05:06  25/05/20  11:05:04.445     -1.555     40.53932    141.55795        44.83     1.1         1.4            33.5        3.95
 2439          Valid   8/8  25/05/20  11:10:06  25/05/20  11:10:04.443     -1.557     40.53930    141.55789        45.05     1.2         1.0            33.5        3.95
