Index         Status  Sats  RTC-date  RTC-time  FIX-date      FIX-time   Delta(s)     Latitude    Longitude  Altitude(m)    HDOP        eRes  Temperature(C)  Voltage(V)
 9171  NotEnoughSats   0/7  25/06/13  02:45:07                              3.250                                                                       49.5        3.90
 9172  NotEnoughSats   0/7  25/06/13  02:50:06                              3.250                                                                       47.0        3.90
 9173  NotEnoughSats   0/8  25/06/13  02:55:06                              3.260                                                                       46.0        3.90
 9174  NotEnoughSats   0/7  25/06/13  03:00:07                              3.260                                                                       47.5        3.90
 9175  NotEnoughSats   0/7  25/06/13  03:05:07                              3.270                                                                       47.5        3.90
 9176  NotEnoughSats   0/7  25/06/13  03:10:07                              3.270                                                                       46.0        3.90
 9177  NotEnoughSats   0/7  25/06/13  03:15:07                              3.280                                                                       47.0        3.90
 9178  NotEnoughSats   0/8  25/06/13  03:20:06                              3.280                                                                       47.0        3.90
 9179  NotEnoughSats   0/8  25/06/13  03:25:06                              3.290                                                                       48.0        3.90
 9180  NotEnoughSats   0/8  25/06/13  03:30:06                              3.290                                                                       48.0        3.90
 9181  NotEnoughSats   0/8  25/06/13  03:35:06                              3.300                                                                       47.0        3.90
 9182  NotEnoughSats   0/8  25/06/13  03:40:06                              3.300                                                                       48.0        3.90
 9183  NotEnoughSats   0/7  25/06/13  03:45:06                              3.310                                                                       27.5        3.90
 9184  NotEnoughSats   0/7  25/06/13  03:50:06                              3.310                                                                       32.5        3.90
 9185  NotEnoughSats   0/7  25/06/13  03:55:06                              3.320                                                                       37.0        3.90
 9186  NotEnoughSats   0/8  25/06/13  04:00:06                              3.320                                                                       40.0        3.90
 9187  NotEnoughSats   0/8  25/06/13  04:05:06                              3.320                                                                       41.0        3.90
 9188  NotEnoughSats   0/8  25/06/13  04:10:06                              3.330                                                                       42.0        3.90
 9189  NotEnoughSats   0/8  25/06/13  04:15:06                              3.330                                                                       42.0        3.90
 9190  NotEnoughSats   0/8  25/06/13  04:20:06                              3.340                                                                       42.5        3.90
 9191  NotEnoughSats   0/8  25/06/13  04:25:06                              3.340                                                                       42.5        3.90
 9192  NotEnoughSats   0/8  25/06/13  04:30:06                              3.350                                                                       43.5        3.90
 9193  NotEnoughSats   0/8  25/06/13  04:35:06                              3.350                                                                       43.5        3.90
 9194  NotEnoughSats   0/7  25/06/13  04:40:06                              3.360                                                                       43.0        3.90
 9195  NotEnoughSats   0/8  25/06/13  04:45:06                              3.360                                                                       42.0        3.90
 9196  NotEnoughSats   0/8  25/06/13  04:50:07                              3.370                                                                       45.0        3.90
 9197  NotEnoughSats   0/8  25/06/13  04:55:06                              3.370                                                                       31.5        3.90
 9198  NotEnoughSats   0/7  25/06/13  05:00:06                              3.380                                                                       35.0        3.90
 9199  NotEnoughSats   0/8  25/06/13  05:05:06                              3.380                                                                       30.0        3.90
 9200  NotEnoughSats   0/8  25/06/13  05:10:06                              3.390                                                                       28.5        3.90
 9201  NotEnoughSats   0/8  25/06/13  05:15:06                              3.390                                                                       29.5        3.90
 9202  NotEnoughSats   0/8  25/06/13  05:20:09                              3.400                                                                       28.0        3.90
 9203  NotEnoughSats   0/7  25/06/13  05:25:12                              3.400                                                                       33.0        3.90
 9204  NotEnoughSats   0/8  25/06/13  05:30:06                              3.410                                                                       34.5        3.90
 9205  NotEnoughSats   0/8  25/06/13  05:35:06                              3.410                                                                       35.5        3.90
 9206  NotEnoughSats   0/8  25/06/13  05:40:06                              3.420                                                                       38.0        3.90
 9207  NotEnoughSats   0/8  25/06/13  05:45:06                              3.430                                                                       39.0        3.90
 9208  NotEnoughSats   0/8  25/06/13  05:50:06                              3.430                                                                       41.0        3.90
 9209  NotEnoughSats   0/7  25/06/13  05:55:06                              3.440                                                                       41.0        3.90
 9210  NotEnoughSats   0/8  25/06/13  06:00:06                              3.450                                                                       41.0        3.90
 9211  NotEnoughSats   0/7  25/06/13  06:05:06                              3.460                                                                       34.0        3.90
 9212  NotEnoughSats   0/7  25/06/13  06:10:06                              3.460                                                                       29.0        3.90
 9213  NotEnoughSats   0/8  25/06/13  06:15:06                              3.470                                                                       31.5        3.90
 9214  NotEnoughSats   0/8  25/06/13  06:20:06                              3.480                                                                       32.0        3.90
 9215  NotEnoughSats   0/7  25/06/13  06:25:06                              3.480                                                                       34.5        3.90
 9216  NotEnoughSats   0/8  25/06/13  06:30:06                              3.490                                                                       30.0        3.90
 9217  NotEnoughSats   0/8  25/06/13  06:35:06                              3.500                                                                       27.0        3.90
 9218  NotEnoughSats   0/7  25/06/13  06:40:06                              3.500                                                                       28.0        3.90
 9219  NotEnoughSats   0/7  25/06/13  06:45:06                              3.510                                                                       26.0        3.90
 9220  NotEnoughSats   0/8  25/06/13  06:50:06                              3.520                                                                       27.0        3.90
 9221  NotEnoughSats   0/8  25/06/13  06:55:06                              3.520                                                                       27.5        3.90
 9222  NotEnoughSats   0/7  25/06/13  07:00:07                              3.530                                                                       29.5        3.90
 9223  NotEnoughSats   0/8  25/06/13  07:05:06                              3.540                                                                       29.0        3.90
 9224  NotEnoughSats   0/7  25/06/13  07:10:07                              3.540                                                                       28.5        3.90
 9225  NotEnoughSats   0/8  25/06/13  07:15:06                              3.550                                                                       28.5        3.90
 9226  NotEnoughSats   0/8  25/06/13  07:20:06                              3.560                                                                       33.5        3.90
 9227  NotEnoughSats   0/8  25/06/13  07:25:06                              3.570                                                                       37.5        3.90
 9228  NotEnoughSats   0/8  25/06/13  07:30:06                              3.570                                                                       37.0        3.90
 9229  NotEnoughSats   0/7  25/06/13  07:35:06                              3.580                                                                       30.5        3.90
 9230  NotEnoughSats   0/8  25/06/13  07:40:10                              3.590                                                                       33.0        3.90
 9231  NotEnoughSats   0/8  25/06/13  07:45:06                              3.590                                                                       34.5        3.90
 9232  NotEnoughSats   0/8  25/06/13  07:50:06                              3.600                                                                       27.0        3.90
 9233  NotEnoughSats   0/8  25/06/13  07:55:06                              3.610                                                                       27.0        3.90
 9234  NotEnoughSats   0/8  25/06/13  08:00:06                              3.610                                                                       27.0        3.90
 9235  NotEnoughSats   0/8  25/06/13  08:05:06                              3.620                                                                       27.5        3.90
 9236  NotEnoughSats   0/8  25/06/13  08:10:06                              3.630                                                                       28.5        3.90
 9237  NotEnoughSats   0/8  25/06/13  08:15:06                              3.630                                                                       34.5        3.90
 9238  NotEnoughSats   0/8  25/06/13  08:20:06                              3.640                                                                       37.5        3.90
 9239  NotEnoughSats   0/8  25/06/13  08:25:06                              3.650                                                                       38.0        3.90
 9240  NotEnoughSats   0/6  25/06/13  08:30:07                              3.660                                                                       39.0        3.90
 9241  NotEnoughSats   0/8  25/06/13  08:35:06                              3.660                                                                       38.5        3.90
 9242  NotEnoughSats   0/8  25/06/13  08:40:06                              3.670                                                                       38.0        3.90
 9243  NotEnoughSats   0/7  25/06/13  08:45:06                              3.680                                                                       38.5        3.90
 9244  NotEnoughSats   0/7  25/06/13  08:50:11                              3.680                                                                       40.0        3.90
 9245  NotEnoughSats   0/6  25/06/13  08:55:06                              3.690                                                                       39.0        3.90
 9246  NotEnoughSats   0/8  25/06/13  09:00:06                              3.700                                                                       39.0        3.90
 9247  NotEnoughSats   0/7  25/06/13  09:05:06                              3.700                                                                       39.0        3.90
 9248  NotEnoughSats   0/7  25/06/13  09:10:06                              3.710                                                                       39.5        3.90
 9249  NotEnoughSats   0/7  25/06/13  09:15:10                              3.720                                                                       39.5        3.90
 9250  NotEnoughSats   0/7  25/06/13  09:20:09                              3.720                                                                       38.5        3.90
 9251  NotEnoughSats   0/6  25/06/13  09:25:06                              3.730                                                                       37.0        3.90
 9252  NotEnoughSats   0/7  25/06/13  09:30:06                              3.740                                                                       36.5        3.90
 9253  NotEnoughSats   0/6  25/06/13  09:35:06                              3.740                                                                       36.0        3.90
 9254  NotEnoughSats   0/6  25/06/13  09:40:07                              3.750                                                                       36.0        3.90
 9255  NotEnoughSats   0/6  25/06/13  09:45:11                              3.760                                                                       36.5        3.90
 9256  NotEnoughSats   0/7  25/06/13  09:50:06                              3.770                                                                       36.0        3.90
 9257  NotEnoughSats   0/6  25/06/13  09:55:06                              3.770                                                                       35.0        3.90
 9258  NotEnoughSats   0/6  25/06/13  10:00:06                              3.780                                                                       35.0        3.90
 9259  NotEnoughSats   0/6  25/06/13  10:05:07                              3.790                                                                       35.0        3.90
 9260  NotEnoughSats   0/6  25/06/13  10:10:06                              3.790                                                                       35.0        3.90
 9261  NotEnoughSats   0/5  25/06/13  10:15:12                              3.800                                                                       36.0        3.90
 9262  NotEnoughSats   0/6  25/06/13  10:20:06                              3.800                                                                       34.0        3.90
 9263  NotEnoughSats   0/6  25/06/13  10:25:07                              3.800                                                                       34.5        3.90
 9264  NotEnoughSats   0/5  25/06/13  10:30:12                              3.800                                                                       36.0        3.90
 9265  NotEnoughSats   0/6  25/06/13  10:35:07                              3.800                                                                       34.0        3.90
 9266  NotEnoughSats   0/6  25/06/13  10:40:06                              3.800                                                                       33.5        3.90
 9267  NotEnoughSats   0/5  25/06/13  10:45:12                              3.800                                                                       35.0        3.90
 9268  NotEnoughSats   0/7  25/06/13  10:50:06                              3.800                                                                       33.5        3.90
 9269  NotEnoughSats   0/6  25/06/13  10:55:11                              3.800                                                                       35.5        3.90
 9270  NotEnoughSats   0/6  25/06/13  11:00:06                              3.800                                                                       35.0        3.90
 9271  NotEnoughSats   0/6  25/06/13  11:05:07                              3.800                                                                       35.5        3.90
 9272  NotEnoughSats   0/6  25/06/13  11:10:06                              3.800                                                                       35.0        3.90
 9273  NotEnoughSats   0/8  25/06/13  11:15:06                              3.800                                                                       32.0        3.90
 9274  NotEnoughSats   0/8  25/06/13  11:20:06                              3.800                                                                       27.5        3.90
 9275  NotEnoughSats   0/8  25/06/13  11:25:06                              3.800                                                                       27.5        3.90
 9276  NotEnoughSats   0/7  25/06/13  11:30:06                              3.800                                                                       27.5        3.90
 9277  NotEnoughSats   0/8  25/06/13  11:35:06                              3.800                                                                       27.5        3.90
 9278  NotEnoughSats   0/7  25/06/13  11:40:06                              3.800                                                                       27.5        3.90
 9279  NotEnoughSats   0/8  25/06/13  11:45:06                              3.800                                                                       27.5        3.90
 9280  NotEnoughSats   0/8  25/06/13  11:50:06                              3.800                                                                       25.0        3.90
 9281  NotEnoughSats   0/6  25/06/13  11:55:07                              3.800                                                                       29.0        3.90
 9282  NotEnoughSats   0/8  25/06/13  12:00:06                              3.800                                                                       31.0        3.90
 9283  NotEnoughSats   0/7  25/06/13  12:05:06                              3.800                                                                       32.5        3.90
 9284  NotEnoughSats   0/7  25/06/13  12:10:12                              3.800                                                                       35.5        3.90
 9285  NotEnoughSats   0/6  25/06/13  12:15:06                              3.810                                                                       29.5        3.90
 9286  NotEnoughSats   0/7  25/06/13  12:20:06                              3.820                                                                       31.0        3.90
 9287  NotEnoughSats   0/6  25/06/13  12:25:06                              3.830                                                                       32.0        3.90
 9288  NotEnoughSats   0/8  25/06/13  12:30:06                              3.830                                                                       32.0        3.90
 9289  NotEnoughSats   0/7  25/06/13  12:35:06                              3.840                                                                       33.0        3.90
 9290  NotEnoughSats   0/8  25/06/13  12:40:06                              3.850                                                                       33.0        3.90
 9291  NotEnoughSats   0/8  25/06/13  12:45:07                              3.860                                                                       34.0        3.90
 9292  NotEnoughSats   0/8  25/06/13  12:50:09                              3.870                                                                       34.5        3.90
 9293  NotEnoughSats   0/7  25/06/13  12:55:06                              3.880                                                                       33.0        3.90
 9294  NotEnoughSats   0/7  25/06/13  13:00:06                              3.880                                                                       33.5        3.90
 9295  NotEnoughSats   0/7  25/06/13  13:05:08                              3.890                                                                       33.5        3.90
 9296  NotEnoughSats   0/7  25/06/13  13:10:06                              3.900                                                                       30.5        3.90
 9297  NotEnoughSats   0/7  25/06/13  13:15:06                              3.910                                                                       26.0        3.90
 9298  NotEnoughSats   0/7  25/06/13  13:20:07                              3.920                                                                       26.5        3.90
 9299  NotEnoughSats   0/7  25/06/13  13:25:06                              3.930                                                                       29.5        3.90
 9300  NotEnoughSats   0/8  25/06/13  13:30:06                              3.940                                                                       31.5        3.90
 9301  NotEnoughSats   0/8  25/06/13  13:35:06                              3.940                                                                       32.5        3.90
 9302  NotEnoughSats   0/6  25/06/13  13:40:06                              3.950                                                                       33.0        3.90
 9303  NotEnoughSats   0/8  25/06/13  13:45:06                              3.960                                                                       32.5        3.90
 9304  NotEnoughSats   0/7  25/06/13  13:50:06                              3.970                                                                       27.5        3.90
 9305  NotEnoughSats   0/7  25/06/13  13:55:07                              3.980                                                                       26.5        3.90
 9306  NotEnoughSats   0/7  25/06/13  14:00:06                              3.990                                                                       26.5        3.90
 9307  NotEnoughSats   0/8  25/06/13  14:05:06                              4.000                                                                       26.5        3.90
 9308  NotEnoughSats   0/8  25/06/13  14:10:06                              4.000                                                                       26.5        3.90
 9309  NotEnoughSats   0/8  25/06/13  14:15:06                              4.010                                                                       26.5        3.90
 9310  NotEnoughSats   0/7  25/06/13  14:20:07                              4.020                                                                       29.0        3.90
 9311  NotEnoughSats   0/8  25/06/13  14:25:06                              4.030                                                                       32.5        3.90
 9312  NotEnoughSats   0/7  25/06/13  14:30:06                              4.040                                                                       33.5        3.90
 9313  NotEnoughSats   0/7  25/06/13  14:35:07                              4.050                                                                       34.0        3.90
 9314  NotEnoughSats   0/8  25/06/13  14:40:07                              4.060                                                                       33.5        3.90
 9315  NotEnoughSats   0/8  25/06/13  14:45:06                              4.060                                                                       28.0        3.90
 9316  NotEnoughSats   0/8  25/06/13  14:50:06                              4.070                                                                       27.0        3.90
 9317  NotEnoughSats   0/8  25/06/13  14:55:06                              4.080                                                                       27.0        3.90
 9318  NotEnoughSats   0/7  25/06/13  15:00:06                              4.090                                                                       28.5        3.90
 9319  NotEnoughSats   0/7  25/06/13  15:05:06                              4.100                                                                       30.0        3.90
 9320  NotEnoughSats   0/5  25/06/13  15:10:09                              4.110                                                                       31.5        3.90
 9321  NotEnoughSats   0/6  25/06/13  15:15:11                              4.110                                                                       32.5        3.90
 9322  NotEnoughSats   0/6  25/06/13  15:20:06                              4.120                                                                       31.5        3.90
 9323  NotEnoughSats   0/8  25/06/13  15:25:07                              4.130                                                                       32.0        3.90
 9324  NotEnoughSats   0/7  25/06/13  15:30:06                              4.140                                                                       32.0        3.90
 9325  NotEnoughSats   0/7  25/06/13  15:35:10                              4.150                                                                       33.0        3.90
 9326  NotEnoughSats   0/6  25/06/13  15:40:09                              4.160                                                                       32.5        3.90
 9327  NotEnoughSats   0/6  25/06/13  15:45:06                              4.170                                                                       31.0        3.90
 9328  NotEnoughSats   0/6  25/06/13  15:50:11                              4.170                                                                       32.0        3.90
 9329  NotEnoughSats   0/6  25/06/13  15:55:06                              4.180                                                                       31.0        3.90
 9330  NotEnoughSats   0/7  25/06/13  16:00:11                              4.190                                                                       33.0        3.90
 9331  NotEnoughSats   0/7  25/06/13  16:05:12                              4.200                                                                       33.5        3.90
 9332  NotEnoughSats   0/7  25/06/13  16:10:06                              4.200                                                                       32.0        3.90
 9333  NotEnoughSats   0/7  25/06/13  16:15:06                              4.210                                                                       32.0        3.90
 9334  NotEnoughSats   0/7  25/06/13  16:20:07                              4.210                                                                       33.0        3.90
 9335  NotEnoughSats   0/8  25/06/13  16:25:06                              4.220                                                                       27.5        3.90
 9336  NotEnoughSats   0/6  25/06/13  16:30:06                              4.220                                                                       29.5        3.90
 9337  NotEnoughSats   0/8  25/06/13  16:35:06                              4.220                                                                       30.5        3.90
 9338  NotEnoughSats   0/8  25/06/13  16:40:06                              4.230                                                                       30.5        3.90
 9339  NotEnoughSats   0/7  25/06/13  16:45:06                              4.230                                                                       31.0        3.90
 9340  NotEnoughSats   0/8  25/06/13  16:50:06                              4.240                                                                       31.5        3.90
 9341  NotEnoughSats   0/8  25/06/13  16:55:06                              4.240                                                                       31.5        3.90
 9342  NotEnoughSats   0/8  25/06/13  17:00:06                              4.250                                                                       29.0        3.90
 9343  NotEnoughSats   0/8  25/06/13  17:05:06                              4.250                                                                       27.5        3.90
 9344  NotEnoughSats   0/8  25/06/13  17:10:06                              4.250                                                                       26.5        3.90
 9345  NotEnoughSats   0/8  25/06/13  17:15:06                              4.260                                                                       26.5        3.90
 9346  NotEnoughSats   0/8  25/06/13  17:20:06                              4.260                                                                       26.5        3.90
 9347  NotEnoughSats   0/7  25/06/13  17:25:06                              4.270                                                                       26.5        3.90
 9348  NotEnoughSats   0/7  25/06/13  17:30:07                              4.270                                                                       27.5        3.90
 9349  NotEnoughSats   0/7  25/06/13  17:35:06                              4.270                                                                       30.5        3.90
 9350  NotEnoughSats   0/6  25/06/13  17:40:06                              4.280                                                                       32.5        3.90
 9351  NotEnoughSats   0/6  25/06/13  17:45:07                              4.280                                                                       34.0        3.90
 9352  NotEnoughSats   0/7  25/06/13  17:50:06                              4.290                                                                       33.5        3.90
 9353  NotEnoughSats   0/7  25/06/13  17:55:07                              4.290                                                                       34.5        3.90
 9354  NotEnoughSats   0/6  25/06/13  18:00:07                              4.300                                                                       34.5        3.90
 9355  NotEnoughSats   0/7  25/06/13  18:05:06                              4.300                                                                       34.0        3.90
 9356  NotEnoughSats   0/6  25/06/13  18:10:07                              4.300                                                                       34.5        3.90
 9357  NotEnoughSats   0/8  25/06/13  18:15:06                              4.310                                                                       34.0        3.90
 9358  NotEnoughSats   0/8  25/06/13  18:20:07                              4.310                                                                       34.0        3.90
 9359  NotEnoughSats   0/8  25/06/13  18:25:06                              4.320                                                                       34.0        3.90
 9360  NotEnoughSats   0/7  25/06/13  18:30:06                              4.320                                                                       34.5        3.90
 9361  NotEnoughSats   0/7  25/06/13  18:35:07                              4.320                                                                       35.0        3.90
 9362  NotEnoughSats   0/7  25/06/13  18:40:06                              4.330                                                                       34.5        3.90
 9363  NotEnoughSats   0/7  25/06/13  18:45:08                              4.330                                                                       35.0        3.90
 9364  NotEnoughSats   0/8  25/06/13  18:50:07                              4.340                                                                       35.0        3.90
 9365  NotEnoughSats   0/6  25/06/13  18:55:06                              4.340                                                                       34.5        3.90
 9366  NotEnoughSats   0/8  25/06/13  19:00:06                              4.350                                                                       29.0        3.90
 9367  NotEnoughSats   0/7  25/06/13  19:05:06                              4.350                                                                       28.0        3.90
 9368  NotEnoughSats   0/8  25/06/13  19:10:06                              4.350                                                                       27.0        3.90
 9369  NotEnoughSats   0/8  25/06/13  19:15:06                              4.360                                                                       26.5        3.90
 9370  NotEnoughSats   0/8  25/06/13  19:20:06                              4.360                                                                       27.5        3.90
 9371  NotEnoughSats   0/7  25/06/13  19:25:06                              4.370                                                                       28.5        3.90
 9372  NotEnoughSats   0/7  25/06/13  19:30:08                              4.370                                                                       29.0        3.90
 9373  NotEnoughSats   0/6  25/06/13  19:35:07                              4.370                                                                       31.0        3.90
 9374  NotEnoughSats   0/7  25/06/13  19:40:09                              4.380                                                                       33.5        3.90
 9375  NotEnoughSats   0/6  25/06/13  19:45:06                              4.380                                                                       34.5        3.90
 9376  NotEnoughSats   0/7  25/06/13  19:50:09                              4.390                                                                       36.5        3.90
 9377  NotEnoughSats   0/7  25/06/13  19:55:11                              4.390                                                                       37.5        3.90
 9378  NotEnoughSats   0/6  25/06/13  20:00:07                              4.400                                                                       37.0        3.90
 9379  NotEnoughSats   0/5  25/06/13  20:05:12                              4.400                                                                       38.0        3.90
 9380  NotEnoughSats   0/4  25/06/13  20:10:13                              4.400                                                                       38.0        3.90
 9381  NotEnoughSats   0/6  25/06/13  20:15:08                              4.400                                                                       37.0        3.90
 9382  NotEnoughSats   0/8  25/06/13  20:20:06                              4.400                                                                       36.5        3.90
 9383  NotEnoughSats   0/7  25/06/13  20:25:06                              4.400                                                                       36.5        3.90
 9384  NotEnoughSats   0/6  25/06/13  20:30:07                              4.400                                                                       37.0        3.90
 9385  NotEnoughSats   0/6  25/06/13  20:35:08                              4.400                                                                       36.5        3.90
 9386  NotEnoughSats   0/7  25/06/13  20:40:06                              4.400                                                                       36.5        3.90
 9387  NotEnoughSats   0/7  25/06/13  20:45:06                              4.400                                                                       37.0        3.90
 9388  NotEnoughSats   0/6  25/06/13  20:50:06                              4.400                                                                       36.5        3.90
 9389  NotEnoughSats   0/7  25/06/13  20:55:06                              4.400                                                                       37.0        3.90
 9390  NotEnoughSats   0/6  25/06/13  21:00:06                              4.400                                                                       37.0        3.90
 9391  NotEnoughSats   0/7  25/06/13  21:05:09                              4.400                                                                       38.0        3.90
 9392  NotEnoughSats   0/8  25/06/13  21:10:06                              4.400                                                                       37.5        3.90
 9393  NotEnoughSats   0/6  25/06/13  21:15:07                              4.400                                                                       37.5        3.90
 9394  NotEnoughSats   0/8  25/06/13  21:20:06                              4.400                                                                       32.0        3.90
 9395  NotEnoughSats   0/7  25/06/13  21:25:12                              4.400                                                                       34.5        3.90
 9396  NotEnoughSats   0/7  25/06/13  21:30:06                              2.980                                                                       35.0        3.90
 9397  NotEnoughSats   0/7  25/06/13  21:35:07                              1.520                                                                       34.5        3.90
 9398  NotEnoughSats   0/7  25/06/13  21:40:12                              0.040                                                                       35.0        3.90
 9399  NotEnoughSats   0/8  25/06/13  21:45:07                              0.050                                                                       34.5        3.90
 9400  NotEnoughSats   0/8  25/06/13  21:50:06                              0.060                                                                       29.0        3.90
 9401  NotEnoughSats   0/7  25/06/13  21:55:06                              0.080                                                                       28.0        3.90
 9402  NotEnoughSats   0/8  25/06/13  22:00:06                              0.090                                                                       28.0        3.90
 9403  NotEnoughSats   0/8  25/06/13  22:05:06                              0.100                                                                       29.0        3.90
 9404  NotEnoughSats   0/8  25/06/13  22:10:06                              0.110                                                                       29.5        3.90
 9405  NotEnoughSats   0/8  25/06/13  22:15:06                              0.130                                                                       29.5        3.90
 9406  NotEnoughSats   0/8  25/06/13  22:20:06                              0.140                                                                       29.5        3.90
 9407  NotEnoughSats   0/8  25/06/13  22:25:06                              0.150                                                                       29.5        3.90
 9408  NotEnoughSats   0/8  25/06/13  22:30:06                              0.160                                                                       29.5        3.90
 9409  NotEnoughSats   0/8  25/06/13  22:35:06                              0.180                                                                       28.0        3.90
 9410  NotEnoughSats   0/7  25/06/13  22:40:06                              0.190                                                                       27.0        3.90
 9411  NotEnoughSats   0/8  25/06/13  22:45:06                              0.200                                                                       27.5        3.90
 9412  NotEnoughSats   0/8  25/06/13  22:50:08                              0.210                                                                       27.5        3.90
 9413  NotEnoughSats   0/8  25/06/13  22:55:06                              0.230                                                                       27.0        3.90
 9414  NotEnoughSats   0/8  25/06/13  23:00:06                              0.240                                                                       28.5        3.90
 9415  NotEnoughSats   0/8  25/06/13  23:05:06                              0.250                                                                       29.5        3.90
 9416  NotEnoughSats   0/8  25/06/13  23:10:06                              0.260                                                                       33.0        3.90
 9417  NotEnoughSats   0/8  25/06/13  23:15:06                              0.280                                                                       34.5        3.90
 9418  NotEnoughSats   0/7  25/06/13  23:20:06                              0.290                                                                       35.5        3.90
 9419  NotEnoughSats   0/7  25/06/13  23:25:06                              0.300                                                                       36.0        3.90
 9420  NotEnoughSats   0/6  25/06/13  23:30:06                              0.310                                                                       36.5        3.90
 9421  NotEnoughSats   0/6  25/06/13  23:35:09                              0.330                                                                       37.0        3.90
 9422  NotEnoughSats   0/8  25/06/13  23:40:06                              0.340                                                                       30.0        3.90
 9423  NotEnoughSats   0/7  25/06/13  23:45:06                              0.350                                                                       29.5        3.90
 9424  NotEnoughSats   0/8  25/06/13  23:50:06                              0.360                                                                       30.0        3.90
 9425  NotEnoughSats   0/8  25/06/13  23:55:06                              0.380                                                                       33.5        3.90
 9426  NotEnoughSats   0/8  25/06/14  00:00:06                              0.390                                                                       36.0        3.90
 9427  NotEnoughSats   0/7  25/06/14  00:05:06                              0.400                                                                       38.0        3.90
 9428  NotEnoughSats   0/8  25/06/14  00:10:06                              0.410                                                                       39.0        3.90
 9429  NotEnoughSats   0/8  25/06/14  00:15:06                              0.430                                                                       40.0        3.90
 9430  NotEnoughSats   0/7  25/06/14  00:20:06                              0.440                                                                       40.5        3.90
 9431  NotEnoughSats   0/6  25/06/14  00:25:08                              0.450                                                                       40.5        3.90
 9432  NotEnoughSats   0/6  25/06/14  00:30:06                              0.460                                                                       40.5        3.90
 9433  NotEnoughSats   0/7  25/06/14  00:35:06                              0.480                                                                       41.0        3.90
 9434  NotEnoughSats   0/8  25/06/14  00:40:11                              0.490                                                                       43.0        3.90
 9435  NotEnoughSats   0/7  25/06/14  00:45:06                              0.500                                                                       42.5        3.90
