Index         Status  Sats  RTC-date  RTC-time  FIX-date      FIX-time   Delta(s)     Latitude    Longitude  Altitude(m)    HDOP        eRes  Temperature(C)  Voltage(V)
    1          Valid   7/7  25/05/12  00:00:06  25/05/12  00:00:10.284      4.284     40.53925    141.55778        39.92     1.4         0.5            29.5        3.90
    2          Valid   7/7  25/05/12  00:05:12  25/05/12  00:05:16.600      4.600     40.53921    141.55775        46.15     1.4         1.0            32.5        3.90
    3          Valid   6/6  25/05/12  00:10:06  25/05/12  00:10:10.172      4.172     40.53922    141.55782        41.27     1.9         0.6            31.5        3.90
    4          Valid   6/7  25/05/12  00:15:07  25/05/12  00:15:11.184      4.184     40.53944    141.55714       155.09     1.6        -8.2            32.5        3.90
    5          Valid   5/6  25/05/12  00:20:06  25/05/12  00:20:10.158      4.158     40.53924    141.55762        75.95     2.0         1.4            33.0        3.90
    6          Valid   3/5  25/05/12  00:25:12  25/05/12  00:25:16.600      4.600     40.54009    141.55698        75.95    20.2         0.1            35.5        3.90
    7          Valid   5/5  25/05/12  00:30:11  25/05/12  00:30:15.173      4.173     40.53926    141.55767        57.70     2.3         1.1            36.0        3.90
    8          Valid   6/6  25/05/12  00:35:07  25/05/12  00:35:11.176      4.176     40.53922    141.55771        54.84     1.9         0.8            34.5        3.90
    9          Valid   7/7  25/05/12  00:40:07  25/05/12  00:40:11.181      4.181     40.53921    141.55780        43.84     1.7         0.9            35.5        3.90
   10          Valid   6/6  25/05/12  00:45:06  25/05/12  00:45:10.191      4.191     40.53917    141.55778        43.96     2.0         0.2            36.0        3.90
   11          Valid   7/7  25/05/12  00:50:06  25/05/12  00:50:10.197      4.197     40.53923    141.55776        43.00     1.8         1.0            36.0        3.90
   12          Valid   7/7  25/05/12  00:55:06  25/05/12  00:55:10.194      4.194     40.53923    141.55778        41.63     1.2         0.6            36.0        3.90
   13          Valid   8/8  25/05/12  01:00:06  25/05/12  01:00:10.207      4.207     40.53921    141.55781        43.57     1.1         1.1            35.5        3.90
   14          Valid   8/8  25/05/12  01:05:06  25/05/12  01:05:10.205      4.205     40.53922    141.55772        45.97     1.1         1.0            35.5        3.90
   15          Valid   8/8  25/05/12  01:10:06  25/05/12  01:10:10.212      4.212     40.53924    141.55775        42.70     1.1         0.8            36.0        3.90
   16          Valid   7/7  25/05/12  01:15:06  25/05/12  01:15:10.222      4.222     40.53924    141.55779        46.89     1.2         0.5            36.0        3.90
   17          Valid   8/8  25/05/12  01:20:06  25/05/12  01:20:10.224      4.224     40.53921    141.55779        47.38     1.1         0.7            36.5        3.90
   18          Valid   7/7  25/05/12  01:25:06  25/05/12  01:25:10.235      4.235     40.53920    141.55775        46.57     1.2         1.1            37.5        3.90
   19          Valid   8/8  25/05/12  01:30:07  25/05/12  01:30:11.241      4.241     40.53921    141.55776        46.10     1.2         0.8            39.0        3.90
   20          Valid   8/8  25/05/12  01:35:06  25/05/12  01:35:10.245      4.245     40.53922    141.55779        47.79     1.0         1.1            39.5        3.90
   21          Valid   8/8  25/05/12  01:40:06  25/05/12  01:40:10.254      4.254     40.53921    141.55775        45.21     1.0         1.7            39.5        3.90
   22  NotEnoughSats   0/8  25/05/12  01:45:07                              4.710                                                                       40.0        3.90
   23          Valid   8/8  25/05/12  01:50:06  25/05/12  01:50:10.267      4.267     40.53921    141.55778        48.93     1.2         1.2            39.5        3.90
   24          Valid   8/8  25/05/12  01:55:06  25/05/12  01:55:10.264      4.264     40.53918    141.55778        46.03     1.2         1.4            39.0        3.90
   25          Valid   8/8  25/05/12  02:00:06  25/05/12  02:00:10.275      4.275     40.53923    141.55778        37.95     1.4         1.1            39.0        3.90
   26          Valid   8/8  25/05/12  02:05:06  25/05/12  02:05:10.280      4.280     40.53919    141.55777        44.24     1.2         0.6            39.0        3.90
   27          Valid   7/7  25/05/12  02:10:06  25/05/12  02:10:10.290      4.290     40.53922    141.55783        40.94     1.2         1.7            39.0        3.90
   28          Valid   7/7  25/05/12  02:15:06  25/05/12  02:15:10.290      4.290     40.53920    141.55772        47.62     1.3         1.1            40.0        3.90
   29          Valid   7/7  25/05/12  02:20:06  25/05/12  02:20:10.301      4.301     40.53921    141.55779        41.29     1.3         0.7            41.5        3.90
   30          Valid   7/8  25/05/12  02:25:06  25/05/12  02:25:10.303      4.303     40.53923    141.55782        47.87     1.3         1.2            42.0        3.90
   31          Valid   7/7  25/05/12  02:30:06  25/05/12  02:30:10.311      4.311     40.53921    141.55776        48.45     1.8         1.3            42.5        3.90
   32          Valid   8/8  25/05/12  02:35:06  25/05/12  02:35:10.311      4.311     40.53919    141.55773        48.73     1.6         1.2            42.5        3.90
   33          Valid   7/7  25/05/12  02:40:06  25/05/12  02:40:10.331      4.331     40.53924    141.55778        53.11     1.7         0.8            42.5        3.90
   34          Valid   6/6  25/05/12  02:45:06  25/05/12  02:45:10.329      4.329     40.53923    141.55777        39.86     1.8         0.7            43.0        3.90
   35          Valid   6/6  25/05/12  02:50:06  25/05/12  02:50:10.330      4.330     40.53922    141.55778        38.82     2.1         1.3            44.5        3.90
   36          Valid   6/6  25/05/12  02:55:07  25/05/12  02:55:11.346      4.346     40.53916    141.55781        37.72     2.2         0.6            44.0        3.90
   37          Valid   6/6  25/05/12  03:00:06  25/05/12  03:00:10.349      4.349     40.53919    141.55776        37.39     2.3         1.0            42.5        3.90
   38          Valid   7/7  25/05/12  03:05:06  25/05/12  03:05:10.353      4.353     40.53925    141.55777        42.05     2.2         0.9            41.5        3.90
   39          Valid   6/6  25/05/12  03:10:07  25/05/12  03:10:11.353      4.353     40.53923    141.55779        41.66     3.0         0.4            40.5        3.90
   40          Valid   6/6  25/05/12  03:15:06  25/05/12  03:15:10.376      4.376     40.53915    141.55777        42.55     3.4         0.5            39.0        3.90
   41          Valid   6/6  25/05/12  03:20:06  25/05/12  03:20:10.373      4.373     40.53922    141.55776        43.03     4.1         0.6            39.0        3.90
   42          Valid   6/6  25/05/12  03:25:07  25/05/12  03:25:11.368      4.368     40.53931    141.55769        43.67     4.9         0.8            39.5        3.90
   43          Valid   6/6  25/05/12  03:30:06  25/05/12  03:30:10.380      4.380     40.53922    141.55778        44.08     5.7         0.7            39.0        3.90
   44          Valid   6/6  25/05/12  03:35:08  25/05/12  03:35:12.398      4.398     40.53913    141.55780        44.52     6.2         0.3            39.5        3.90
   45          Valid   6/6  25/05/12  03:40:06  25/05/12  03:40:10.397      4.397     40.53922    141.55776        44.33     6.1         0.9            39.5        3.90
   46          Valid   7/7  25/05/12  03:45:06  25/05/12  03:45:10.398      4.398     40.53924    141.55777        43.03     1.2         1.3            39.5        3.90
   47          Valid   7/7  25/05/12  03:50:07  25/05/12  03:50:11.410      4.410     40.53922    141.55773        43.49     1.2         0.3            40.0        3.90
   48          Valid   7/8  25/05/12  03:55:06  25/05/12  03:55:10.413      4.413     40.53923    141.55773        43.15     1.2         2.1            40.0        3.90
   49          Valid   7/7  25/05/12  04:00:07  25/05/12  04:00:11.426      4.426     40.53922    141.55775        43.66     1.2         2.0            40.0        3.90
   50          Valid   7/7  25/05/12  04:05:06  25/05/12  04:05:10.430      4.430     40.53924    141.55775        43.80     1.1         1.1            39.0        3.90
   51          Valid   8/8  25/05/12  04:10:07  25/05/12  04:10:11.434      4.434     40.53920    141.55773        44.27     1.0         1.1            38.5        3.90
   52          Valid   8/8  25/05/12  04:15:06  25/05/12  04:15:10.436      4.436     40.53919    141.55778        50.28     1.0         1.5            38.0        3.90
   53          Valid   7/7  25/05/12  04:20:06  25/05/12  04:20:10.435      4.435     40.53920    141.55780        45.66     2.3         0.8            37.5        3.90
   54          Valid   7/7  25/05/12  04:25:06  25/05/12  04:25:10.435      4.435     40.53915    141.55770        44.28     2.2         1.4            37.5        3.90
   55          Valid   8/8  25/05/12  04:30:06  25/05/12  04:30:10.456      4.456     40.53922    141.55777        46.25     1.0         1.0            37.5        3.90
   56          Valid   7/7  25/05/12  04:35:06  25/05/12  04:35:10.454      4.454     40.53921    141.55779        38.96     1.1         1.4            38.5        3.90
   57          Valid   8/8  25/05/12  04:40:06  25/05/12  04:40:10.463      4.463     40.53923    141.55780        40.54     1.5         1.0            38.5        3.90
   58          Valid   7/7  25/05/12  04:45:07  25/05/12  04:45:11.474      4.474     40.53922    141.55775        41.90     1.7         1.8            38.5        3.90
   59          Valid   8/8  25/05/12  04:50:07  25/05/12  04:50:11.484      4.484     40.53920    141.55777        44.69     1.5         1.5            38.0        3.90
   60          Valid   8/8  25/05/12  04:55:06  25/05/12  04:55:10.485      4.485     40.53916    141.55778        51.07     1.3         1.2            37.0        3.90
   61          Valid   6/6  25/05/12  05:00:07  25/05/12  05:00:11.494      4.494     40.53919    141.55771        47.81     1.7         0.6            37.0        3.90
   62          Valid   7/7  25/05/12  05:05:06  25/05/12  05:05:10.498      4.498     40.53921    141.55775        48.36     1.4         0.5            37.5        3.90
   63          Valid   7/7  25/05/12  05:10:06  25/05/12  05:10:10.500      4.500     40.53923    141.55779        44.31     1.4         0.7            37.0        3.90
   64          Valid   8/8  25/05/12  05:15:07  25/05/12  05:15:11.507      4.507     40.53920    141.55781        47.48     1.3         1.3            37.5        3.90
   65          Valid   7/7  25/05/12  05:20:06  25/05/12  05:20:10.514      4.514     40.53919    141.55773        46.62     1.5         0.2            37.0        3.90
   66          Valid   5/5  25/05/12  05:25:12  25/05/12  05:25:16.977      4.977     40.53933    141.55771        41.87     2.1         0.8            39.0        3.90
   67          Valid   7/7  25/05/12  05:30:06  25/05/12  05:30:06.526      0.526     40.53921    141.55783        45.02     1.5         1.2            37.5        3.90
   68          Valid   7/7  25/05/12  05:35:06  25/05/12  05:35:06.531      0.531     40.53920    141.55777        56.40     1.5         1.4            36.5        3.90
   69          Valid   7/7  25/05/12  05:40:06  25/05/12  05:40:06.525      0.525     40.53920    141.55773        44.05     1.5         1.0            36.0        3.90
   70          Valid   7/7  25/05/12  05:45:06  25/05/12  05:45:06.538      0.538     40.53924    141.55778        40.55     1.4         0.9            35.5        3.90
   71          Valid   6/6  25/05/12  05:50:06  25/05/12  05:50:06.537      0.537     40.53922    141.55778        41.28     1.7         0.4            36.0        3.90
   72          Valid   6/6  25/05/12  05:55:07  25/05/12  05:55:07.549      0.549     40.53919    141.55775        36.16     1.8         1.2            36.5        3.90
   73          Valid   7/7  25/05/12  06:00:06  25/05/12  06:00:06.563      0.563     40.53916    141.55778        38.09     1.4         1.1            36.0        3.90
   74          Valid   7/7  25/05/12  06:05:06  25/05/12  06:05:06.560      0.560     40.53921    141.55780        39.03     1.6         0.4            36.0        3.90
   75          Valid   6/6  25/05/12  06:10:06  25/05/12  06:10:06.571      0.571     40.53917    141.55780        39.74     2.7         0.8            36.0        3.90
   76          Valid   7/8  25/05/12  06:15:06  25/05/12  06:15:06.566      0.566     40.53924    141.55770        45.30     1.6         1.2            36.0        3.90
   77          Valid   7/8  25/05/12  06:20:06  25/05/12  06:20:06.568      0.568     40.53946    141.55735        46.94     1.3         1.3            33.0        3.90
   78          Valid   8/8  25/05/12  06:25:06  25/05/12  06:25:06.581      0.581     40.53926    141.55668        45.33     1.4         1.5            21.5        3.90
   79          Valid   8/8  25/05/12  06:30:06  25/05/12  06:30:06.581      0.581     40.53899    141.55657        38.16     1.2         1.2            24.5        3.90
   80          Valid   8/8  25/05/12  06:35:06  25/05/12  06:35:06.591      0.591     40.54643    141.55070        46.68     1.3         0.8            24.0        3.90
   81          Valid   7/8  25/05/12  06:40:06  25/05/12  06:40:06.592      0.592     40.55321    141.53424        44.79     1.2         0.7            23.5        3.90
   82          Valid   8/8  25/05/12  06:45:06  25/05/12  06:45:06.598      0.598     40.54607    141.51334        43.15     0.9         3.1            24.0        3.90
   83          Valid   8/8  25/05/12  06:50:06  25/05/12  06:50:06.603      0.603     40.54253    141.50560        34.87     1.0         0.8            20.0        3.90
   84          Valid   8/8  25/05/12  06:55:06  25/05/12  06:55:06.624      0.624     40.54304    141.50963        44.16     1.3         0.6            22.5        3.90
   85          Valid   8/8  25/05/12  07:00:06  25/05/12  07:00:06.612      0.612     40.54038    141.51798        44.92     1.1         1.2            25.5        3.90
   86          Valid   8/8  25/05/12  07:05:06  25/05/12  07:05:06.623      0.623     40.54038    141.51804        43.33     0.9         1.5            29.5        3.90
   87          Valid   8/8  25/05/12  07:10:06  25/05/12  07:10:06.628      0.628     40.54040    141.51807        41.92     1.2         3.0            30.0        3.90
   88          Valid   7/7  25/05/12  07:15:06  25/05/12  07:15:06.614      0.614     40.54032    141.51792        45.33     2.3         1.4            30.0        3.90
   89          Valid   7/7  25/05/12  07:20:06  25/05/12  07:20:06.632      0.632     40.54032    141.51799        40.45     1.4         1.1            30.0        3.90
   90          Valid   8/8  25/05/12  07:25:06  25/05/12  07:25:06.633      0.633     40.54120    141.52563       145.86     0.9         1.6            26.5        3.90
   91          Valid   6/6  25/05/12  07:30:06  25/05/12  07:30:06.647      0.647     40.54617    141.55221        38.51     2.1         0.5            26.0        3.90
   92          Valid   6/8  25/05/12  07:35:06  25/05/12  07:35:06.650      0.650     40.54716    141.56192        49.23     1.6         0.9            26.5        3.90
   93          Valid   7/8  25/05/12  07:40:06  25/05/12  07:40:06.652      0.652     40.55412    141.57230        53.94     2.2         1.4            25.5        3.90
   94          Valid   8/8  25/05/12  07:45:06  25/05/12  07:45:06.660      0.660     40.54521    141.57847        46.24     1.2         1.9            22.5        3.90
   95          Valid   8/8  25/05/12  07:50:06  25/05/12  07:50:06.664      0.664     40.54259    141.56395        35.84     1.2         1.0            25.0        3.90
   96          Valid   7/7  25/05/12  07:55:06  25/05/12  07:55:06.670      0.670     40.54262    141.56393        39.16     1.5         0.5            27.0        3.90
   97          Valid   6/6  25/05/12  08:00:06  25/05/12  08:00:06.664      0.664     40.54258    141.56385        36.50     4.3         0.9            28.5        3.90
   98          Valid   8/8  25/05/12  08:05:06  25/05/12  08:05:06.676      0.676     40.54237    141.56368        45.50     1.3         0.7            28.5        3.90
   99          Valid   8/8  25/05/12  08:10:06  25/05/12  08:10:06.685      0.685     40.54237    141.56371        41.24     1.3         1.3            29.0        3.90
  100          Valid   7/7  25/05/12  08:15:06  25/05/12  08:15:06.690      0.690     40.54232    141.56365        40.52     1.5         0.4            29.0        3.90
  101          Valid   8/8  25/05/12  08:20:06  25/05/12  08:20:06.689      0.689     40.54235    141.56368        42.01     1.2         0.7            29.0        3.90
  102          Valid   7/7  25/05/12  08:25:06  25/05/12  08:25:06.702      0.702     40.54470    141.56002        41.41     1.4         0.7            28.0        3.90
  103          Valid   8/8  25/05/12  08:30:06  25/05/12  08:30:06.706      0.706     40.54533    141.55661        43.01     1.3         0.6            27.5        3.90
  104          Valid   7/7  25/05/12  08:35:06  25/05/12  08:35:06.704      0.704     40.54546    141.55617        39.20     1.2         1.0            28.0        3.90
  105          Valid   8/8  25/05/12  08:40:06  25/05/12  08:40:06.711      0.711     40.54549    141.55590        39.20     1.2         1.0            29.0        3.90
  106          Valid   8/8  25/05/12  08:45:06  25/05/12  08:45:06.717      0.717     40.54551    141.55589        44.85     1.3         0.4            30.0        3.90
  107          Valid   8/8  25/05/12  08:50:06  25/05/12  08:50:06.722      0.722     40.54550    141.55592        43.82     1.3         0.8            31.0        3.90
  108          Valid   8/8  25/05/12  08:55:06  25/05/12  08:55:06.719      0.719     40.54551    141.55582        45.98     1.3         1.1            31.0        3.90
  109          Valid   8/8  25/05/12  09:00:06  25/05/12  09:00:06.730      0.730     40.54552    141.55585        44.21     1.3         0.6            30.5        3.90
  110          Valid   7/7  25/05/12  09:05:06  25/05/12  09:05:06.740      0.740     40.54552    141.55592        43.64     1.4         0.3            30.5        3.90
  111          Valid   8/8  25/05/12  09:10:06  25/05/12  09:10:06.742      0.742     40.54552    141.55591        44.36     1.3         1.1            31.0        3.90
  112          Valid   8/8  25/05/12  09:15:06  25/05/12  09:15:06.761      0.761     40.54551    141.55586        42.44     1.3         0.9            31.5        3.90
  113          Valid   8/8  25/05/12  09:20:06  25/05/12  09:20:06.748      0.748     40.54551    141.55584        47.63     1.3         1.2            32.0        3.90
  114          Valid   6/6  25/05/12  09:25:06  25/05/12  09:25:06.752      0.752     40.54550    141.55589        47.86     1.7         1.4            32.5        3.90
  115          Valid   7/7  25/05/12  09:30:07  25/05/12  09:30:07.761      0.761     40.54550    141.55594        46.01     1.5         0.7            33.0        3.90
  116          Valid   6/6  25/05/12  09:35:06  25/05/12  09:35:06.764      0.764     40.54551    141.55595        42.65     1.7         0.9            32.5        3.90
  117          Valid   6/6  25/05/12  09:40:07  25/05/12  09:40:07.766      0.766     40.54551    141.55588        42.27     1.7         0.3            33.0        3.90
  118          Valid   8/8  25/05/12  09:45:06  25/05/12  09:45:06.774      0.774     40.54555    141.55565        43.31     1.4         0.7            32.0        3.90
  119          Valid   7/7  25/05/12  09:50:06  25/05/12  09:50:06.776      0.776     40.54588    141.55374        43.22     2.4         1.2            27.5        3.90
  120          Valid   8/8  25/05/12  09:55:06  25/05/12  09:55:06.791      0.791     40.54583    141.55378        42.05     1.5         0.7            27.5        3.90
  121          Valid   8/8  25/05/12  10:00:06  25/05/12  10:00:06.791      0.791     40.54588    141.55369        42.03     1.3         0.7            28.0        3.90
  122          Valid   7/7  25/05/12  10:05:07  25/05/12  10:05:07.798      0.798     40.54790    141.55371        40.39     1.0         0.4            27.5        3.90
  123          Valid   8/8  25/05/12  10:10:06  25/05/12  10:10:06.801      0.801     40.54848    141.55431        38.68     1.0         1.0            27.0        3.90
  124          Valid   8/8  25/05/12  10:15:06  25/05/12  10:15:06.809      0.809     40.54966    141.55435        37.53     1.1         1.0            26.5        3.90
  125          Valid   7/7  25/05/12  10:20:06  25/05/12  10:20:06.816      0.816     40.55044    141.55490        36.49     1.4         0.4            28.0        3.90
  126          Valid   8/8  25/05/12  10:25:06  25/05/12  10:25:06.814      0.814     40.55117    141.55581        35.09     1.2         0.4            28.5        3.90
  127          Valid   8/8  25/05/12  10:30:06  25/05/12  10:30:06.821      0.821     40.55011    141.56085        37.92     1.2         1.1            26.5        3.90
  128          Valid   8/8  25/05/12  10:35:06  25/05/12  10:35:06.830      0.830     40.55029    141.56150        36.89     1.1         0.9            27.5        3.90
  129          Valid   8/8  25/05/12  10:40:06  25/05/12  10:40:06.832      0.832     40.55059    141.56200        38.52     1.1         0.5            29.0        3.90
  130          Valid   7/7  25/05/12  10:45:12  25/05/12  10:45:13.204      1.204     40.55082    141.56264        37.87     1.5         0.5            31.5        3.90
  131          Valid   7/7  25/05/12  10:50:06  25/05/12  10:50:06.840      0.840     40.55107    141.56316        38.87     1.2         0.5            30.5        3.90
  132          Valid   7/7  25/05/12  10:55:06  25/05/12  10:55:06.850      0.850     40.55131    141.56368        37.93     1.5         0.8            31.0        3.90
  133          Valid   8/8  25/05/12  11:00:06  25/05/12  11:00:06.848      0.848     40.55151    141.56414        38.41     1.3         0.5            30.0        3.90
  134          Valid   7/7  25/05/12  11:05:06  25/05/12  11:05:06.849      0.849     40.55192    141.56470        38.78     1.9         0.4            29.5        3.90
  135          Valid   7/7  25/05/12  11:10:06  25/05/12  11:10:06.862      0.862     40.55254    141.56527        38.03     1.8         1.1            29.5        3.90
  136          Valid   8/8  25/05/12  11:15:06  25/05/12  11:15:06.867      0.867     40.55112    141.57106        45.12     1.1         1.1            28.5        3.90
  137          Valid   8/8  25/05/12  11:20:06  25/05/12  11:20:06.872      0.872     40.54911    141.57613        40.62     1.2         0.6            25.0        3.90
  138          Valid   8/8  25/05/12  11:25:06  25/05/12  11:25:06.877      0.877     40.54869    141.57695        41.29     1.1         0.3            26.0        3.90
  139          Valid   8/8  25/05/12  11:30:06  25/05/12  11:30:06.877      0.877     40.54866    141.57784        41.65     1.6         0.8            26.0        3.90
  140          Valid   7/7  25/05/12  11:35:06  25/05/12  11:35:06.883      0.883     40.54880    141.57865        41.63     1.7         0.6            26.5        3.90
  141          Valid   8/8  25/05/12  11:40:06  25/05/12  11:40:06.889      0.889     40.54915    141.57928        41.72     1.5         0.7            27.0        3.90
  142          Valid   8/8  25/05/12  11:45:06  25/05/12  11:45:06.897      0.897     40.54915    141.57706        46.23     1.1         0.9            25.0        3.90
  143          Valid   7/8  25/05/12  11:50:06  25/05/12  11:50:06.896      0.896     40.54887    141.57942        49.10     1.2         1.0            23.0        3.90
  144          Valid   8/8  25/05/12  11:55:06  25/05/12  11:55:06.905      0.905     40.54819    141.58434        43.29     1.5         0.9            25.5        3.90
  145          Valid   7/7  25/05/12  12:00:06  25/05/12  12:00:06.908      0.908     40.54853    141.58517        43.00     1.7         0.7            27.5        3.90
  146          Valid   8/8  25/05/12  12:05:06  25/05/12  12:05:06.916      0.916     40.54930    141.58224        51.48     1.2         1.1            26.0        3.90
  147          Valid   8/8  25/05/12  12:10:06  25/05/12  12:10:06.920      0.920     40.54922    141.57640        47.62     1.4         1.6            25.0        3.90
  148          Valid   8/8  25/05/12  12:15:06  25/05/12  12:15:06.920      0.920     40.54937    141.57704        46.22     1.4         0.5            26.5        3.90
  149          Valid   8/8  25/05/12  12:20:06  25/05/12  12:20:06.924      0.924     40.54953    141.57774        46.46     1.1         0.8            27.5        3.90
  150          Valid   8/8  25/05/12  12:25:06  25/05/12  12:25:06.933      0.933     40.54964    141.57849        45.80     1.0         0.6            28.5        3.90
  151          Valid   8/8  25/05/12  12:30:07  25/05/12  12:30:07.939      0.939     40.54968    141.57908        44.70     0.9         0.6            29.0        3.90
  152          Valid   8/8  25/05/12  12:35:06  25/05/12  12:35:06.942      0.942     40.54981    141.57979        39.02     1.0         1.5            28.5        3.90
  153          Valid   7/7  25/05/12  12:40:06  25/05/12  12:40:06.945      0.945     40.54981    141.58047        39.63     1.0         1.0            29.0        3.90
  154          Valid   7/7  25/05/12  12:45:06  25/05/12  12:45:06.953      0.953     40.54957    141.58074        39.63     1.4         0.3            29.5        3.90
  155          Valid   8/8  25/05/12  12:50:07  25/05/12  12:50:07.956      0.956     40.54798    141.58109        50.49     0.9         1.0            29.0        3.90
  156          Valid   8/8  25/05/12  12:55:06  25/05/12  12:55:06.964      0.964     40.54499    141.58445        40.35     0.9         1.7            27.0        3.90
  157          Valid   7/7  25/05/12  13:00:06  25/05/12  13:00:06.962      0.962     40.54479    141.58530        39.70     2.6         0.5            28.0        3.90
  158          Valid   7/7  25/05/12  13:05:10  25/05/12  13:05:10.971      0.971     40.54349    141.58874        38.47     1.0         0.7            27.5        3.90
  159          Valid   8/8  25/05/12  13:10:06  25/05/12  13:10:06.976      0.976     40.54263    141.58958        42.46     1.3         0.8            27.5        3.90
  160          Valid   7/7  25/05/12  13:15:06  25/05/12  13:15:06.990      0.990     40.54314    141.59003        42.71     1.2         1.2            29.0        3.90
  161          Valid   8/8  25/05/12  13:20:06  25/05/12  13:20:06.984      0.984     40.55095    141.58726        45.24     1.3         1.6            25.0        3.90
  162          Valid   5/7  25/05/12  13:25:06  25/05/12  13:25:06.994      0.994     40.55051    141.57868        45.51     5.7         0.5            24.0        3.90
  163          Valid   7/7  25/05/12  13:30:06  25/05/12  13:30:07.007      1.007     40.54835    141.57193        45.86     1.8         1.5            24.5        3.90
  164          Valid   7/7  25/05/12  13:35:06  25/05/12  13:35:06.992      0.992     40.54537    141.56711        42.10     1.0         0.9            24.5        3.90
  165          Valid   7/7  25/05/12  13:40:11  25/05/12  13:40:11.997      0.997     40.53927    141.55772        48.58     1.2         1.0            26.5        3.90
  166          Valid   7/7  25/05/12  13:45:06  25/05/12  13:45:07.022      1.022     40.53919    141.55773        50.29     1.2         0.6            27.0        3.90
  167          Valid   7/7  25/05/12  13:50:06  25/05/12  13:50:07.010      1.010     40.53921    141.55777        48.86     1.2         0.8            28.0        3.90
  168          Valid   7/7  25/05/12  13:55:07  25/05/12  13:55:08.019      1.019     40.53917    141.55777        59.09     1.2         1.5            28.5        3.90
  169          Valid   6/7  25/05/12  14:00:06  25/05/12  14:00:07.028      1.028     40.53922    141.55784        51.49     1.6         1.1            28.5        3.90
  170          Valid   6/7  25/05/12  14:05:06  25/05/12  14:05:07.025      1.025     40.53915    141.55773        67.73     1.6         1.5            29.0        3.90
  171          Valid   7/7  25/05/12  14:10:06  25/05/12  14:10:07.029      1.029     40.53918    141.55776        49.88     1.4         1.7            29.0        3.90
  172          Valid   7/7  25/05/12  14:15:07  25/05/12  14:15:08.038      1.038     40.53919    141.55778        50.77     1.4         1.0            29.5        3.90
  173          Valid   7/7  25/05/12  14:20:06  25/05/12  14:20:07.041      1.041     40.53920    141.55780        51.06     1.4         1.3            29.0        3.90
  174          Valid   7/7  25/05/12  14:25:07  25/05/12  14:25:08.049      1.049     40.53922    141.55771        50.48     1.4         1.1            29.5        3.90
  175          Valid   7/7  25/05/12  14:30:06  25/05/12  14:30:07.048      1.048     40.53919    141.55776        49.09     1.2         1.3            29.5        3.90
  176          Valid   7/7  25/05/12  14:35:06  25/05/12  14:35:07.055      1.055     40.53920    141.55777        47.47     1.2         1.0            29.5        3.90
  177          Valid   7/7  25/05/12  14:40:07  25/05/12  14:40:08.066      1.066     40.53921    141.55778        57.44     1.2         0.7            29.5        3.90
  178          Valid   7/7  25/05/12  14:45:09  25/05/12  14:45:10.061      1.061     40.53920    141.55770        57.27     1.3         0.6            30.0        3.90
  179          Valid   7/7  25/05/12  14:50:07  25/05/12  14:50:08.072      1.072     40.53921    141.55774        57.73     1.3         0.6            29.5        3.90
  180          Valid   7/7  25/05/12  14:55:07  25/05/12  14:55:08.078      1.078     40.53918    141.55775        56.74     1.3         1.0            29.5        3.90
  181          Valid   6/6  25/05/12  15:00:06  25/05/12  15:00:07.078      1.078     40.53919    141.55778        55.15     1.6         0.5            29.5        3.90
  182          Valid   7/7  25/05/12  15:05:06  25/05/12  15:05:07.091      1.091     40.53918    141.55775        51.49     1.4         1.4            29.5        3.90
  183          Valid   7/7  25/05/12  15:10:06  25/05/12  15:10:07.091      1.091     40.53918    141.55776        47.76     1.4         1.9            29.5        3.90
  184          Valid   6/6  25/05/12  15:15:12  25/05/12  15:15:13.602      1.602     40.53919    141.55782        41.15     1.7         1.1            31.0        3.90
  185          Valid   7/8  25/05/12  15:20:09  25/05/12  15:20:10.105      1.105     40.53915    141.55782        46.90     1.6         1.3            30.5        3.90
  186          Valid   7/7  25/05/12  15:25:07  25/05/12  15:25:08.102      1.102     40.53921    141.55781        52.03     1.8         1.4            30.0        3.90
  187          Valid   6/6  25/05/12  15:30:06  25/05/12  15:30:07.114      1.114     40.53915    141.55772        52.80     2.5         0.6            29.5        3.90
  188          Valid   6/6  25/05/12  15:35:07  25/05/12  15:35:08.118      1.118     40.53920    141.55777        47.05     2.2         0.5            30.0        3.90
  189          Valid   7/7  25/05/12  15:40:06  25/05/12  15:40:07.122      1.122     40.53920    141.55777        47.40     1.3         0.7            29.5        3.90
  190          Valid   7/7  25/05/12  15:45:10  25/05/12  15:45:11.121      1.121     40.53924    141.55780        48.61     1.3         0.6            30.5        3.90
  191          Valid   7/7  25/05/12  15:50:09  25/05/12  15:50:10.132      1.132     40.53920    141.55773        52.64     1.2         1.3            30.5        3.90
  192          Valid   7/7  25/05/12  15:55:06  25/05/12  15:55:07.139      1.139     40.53920    141.55777        52.91     1.2         0.8            29.5        3.90
  193          Valid   7/7  25/05/12  16:00:09  25/05/12  16:00:10.138      1.138     40.53921    141.55778        45.17     1.2         0.8            30.5        3.90
  194          Valid   7/7  25/05/12  16:05:12  25/05/12  16:05:13.603      1.603     40.53922    141.55778        46.53     1.2         0.6            31.0        3.90
  195          Valid   7/8  25/05/12  16:10:07  25/05/12  16:10:08.146      1.146     40.53921    141.55775        46.03     1.2         0.8            30.0        3.90
  196          Valid   8/8  25/05/12  16:15:07  25/05/12  16:15:08.152      1.152     40.53921    141.55777        45.69     1.1         1.0            30.0        3.90
